"year","year_crop","product","subcommod","variety","items","province_code","area","attribute","values","unit","data_date"
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,603.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,618.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8522252.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,8352218.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,5216733.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,612.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,625.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8507059.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,8382239.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,5250274.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,617.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,626.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8490019.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,7989688.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,4935498.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,581.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,618.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8332804.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,8192213.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,4907011.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,589.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,599.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8510905.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,8306616.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,5017876.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,590.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,604.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เพาะปลูก,8621715.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,เนื้อที่เก็บเกี่ยว,8489129.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิต,5117877.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เพาะปลูก,594.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH03,ภาคกลาง,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,603.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,887995.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,873639.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,386038.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,435.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,442.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,840476.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,832799.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,374438.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,446.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,450.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,757468.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,672586.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,303909.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,401.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,452.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,733626.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,670629.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,318781.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,435.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,475.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,780513.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,778580.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,373598.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,479.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,480.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เพาะปลูก,771988.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,เนื้อที่เก็บเกี่ยว,729673.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิต,326595.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,ภาค,TH06,ภาคใต้,ผลผลิตต่อเนื้อที่เพาะปลูก,423.0,กก./ไร่,2024-05-30
